original_tweet,cleaned_tweet,sentiment
NGAKAK! Para barisan cebong sakit hati mau pake isu saracen utk nyerang Anies-Sandi agar gagal dilantik,ngakak! para barisan cebong sakit hati mau pakai isu saracen untuk menyerang anies-sandi agar gagal dilantik,negative
RT USER USER Prabowo simulut busuk Rizieq anies Fadlizon Fahri mereka kumpulan sampah negara jd kelakuan mereka juga kaya sampah,rt pengguna pengguna prabowo si mulut busuk rizieq anies fadli zon fahri mereka kumpulan sampah negara jadi kelakuan mereka juga kayak sampah,negative
"Bak kata orang Indonesia tu, kalau pelaburan luar tak wujudkan peluang perkerjaan, itu bukan pelaburan tapi penjajahan ekonomi. Jangan kesal kemudian. Ubah selagi sempat.","bak kata orang indonesia tu, kalau pelaburan luar tak wujudkan peluang perkerjaan, itu bukan pelaburan tapi penjajahan ekonomi. jangan kesal kemudian. ubah selagi sempat.",negative
"USER Betul , lalu knp tdk ada hindu nusantara,budha nusantara,khonghucu nusantara.kristen nusantars..Whats wrong? Why? Coba argumennya prof sambil ngopi &amp; guyon2\xf0\x9f\x98\x82'","pengguna betul , lalu kenapa tidak ada hindu nusantara,budha nusantara,khonghucu nusantara.kristen nusantars..whats wrong? why? coba argumennya prof sambil minum kopi &amp; guyon2'",negative
Masih aja ada 'Orang Berpendidikan' berpikir Ekonomi syari'ah adalah ekonomi pembangunan para ekstrimis,masih saja ada 'orang berpendidikan' berpikir ekonomi syari'ah adalah ekonomi pembangunan para ekstremis,negative
USER waktu itu blm ada buzzer idiot...',pengguna waktu itu belum ada buzzer idiot...',negative
"Lebih baik mendengar suara bom, guntur, geledek, petir, atau gunung meletus daripada mendengar suara tangismu yang buat aku tak bisa berbuat apa-apa.\n#sidomi'","lebih baik mendengar suara bom, guntur, geledek, petir, atau gunung meletus daripada mendengar suara tangismu yang buat aku tak bisa berbuat apa-apa. #sidomi'",negative
Cagub Jabar Bicara Soal Toleransi di Muzakarah ICMI Jabar,calon gubernur jabar bicara soal toleransi di muzakarah ikatan cendekiawan muslim indonesia jabar,negative
Cuma manusia otak dungu yg sekarang ini teriak-teriak 'bubarkan pki' buku buat dibaca!! Jgn bodoh! Otak kosong mulut nyap nyap!,cuma manusia otak dungu yang sekarang ini teriak-teriak 'bubarkan pki' buku buat dibaca!! jangan bodoh! otak kosong mulut iya nyap!,negative
Kisah pengemis yahudi buta\xf0\x9f\x98\xa2',kisah pengemis yahudi buta',negative
"Pelaksanaan Makin dekat, Presiden Jokowi Minta Promosi #AsianGames2018 Digencarkan USER #ratas â?¡ï¸? â??Presiden Minta Promosi Asian Games Makin Gencarâ??; ;","pelaksanaan makin dekat, presiden jokowi meminta promosi #asiangames2018 digencarkan pengguna #ratas ?? ??presiden meminta promosi asian games makin gencar??; ;",negative
USER cebong emang jagonya bikin dan sebar hoax',pengguna cebong memang jagonya bikin dan sebar hoax',negative
"Kreatifitas masyarakat Desa Berdaya USER itu tiada batas, dan mampu meningkatkan prekonomian serta menghidupkan roda ekonomi mikro di desa.; salam berdaya dari Desa Sengon,Prambanan.; #SharingHappiness","kreativitas masyarakat desa berdaya pengguna itu tiada batas, dan mampu meningkatkan perekonomian serta menghidupkan roda ekonomi mikro di desa.; salam berdaya dari desa sengon,prambanan.; #sharinghappiness",negative
Setelah kasus PKI di LBH rame-rame antek komunis membuat opini dan steitmen mengaburkan kebangkitan PKI,setelah kasus partai komunis indonesia di lebih rame-rame antek komunis membuat opini dan pernyataan mengaburkan kebangkitan partai komunis indonesia,negative
"Tiga isu penting TGB Zainul Majdi, justru karena tiga isu itu satu kesatuan: Kuatkan ekonomi umat, sejahterahkan rakyat kecil dan budayakan Pancasila.","tiga isu penting tuan guru bajang zainul majdi, justru karena tiga isu itu satu kesatuan: kuatkan ekonomi umat, sejahterakan rakyat kecil dan budayakan pancasila.",negative
"Gelap ada 5 macam, gelap kerana hari malam, gelap mata kerana buta, gelap otak tiada ilmu, gelap hati tiada agama, gelap hidup tiada kerja.'","gelap ada 5 macam, gelap ke ranah hari malam, gelap mata ke ranah buta, gelap otak tiada ilmu, gelap hati tiada agama, gelap hidup tiada kerja.'",negative
Revisi hukum pidana dengan memasukkan klausul mengenai PSK sukarela sudah sangat dibutuhkan. Indonesia yang gencar mempromosikan diri sebagai surga wisata internasional senyatanya perlu memagari... URL,revisi hukum pidana dengan memasukkan klausul mengenai pekerja seks komersial sukarela sudah sangat dibutuhkan. indonesia yang gencar mempromosikan diri sebagai surga wisata internasional senyatanya perlu memagari... uniform resource locator,negative
"RT RPGpedia ""Gubernur Jaman Now dekat dengan Rakyat pilih nomor 1; ; #KamiGanjarYasin ; #KandangBant3ng; ; Salamnya; #TemannyaRPG; #namakuRUDY; #TemannyaRUDY","rt rpgpedia ""gubernur jaman now dekat dengan rakyat pilih nomor 1; ; #kamiganjaryasin ; #kandangbant3ng; ; salamnya; #temannyarpg; #namakurudy; #temannyarudy",negative
USER WOI BOLOT',pengguna woi bolot',negative
Kenapa USER bicaranya sesuatu yg remeh temeh spt masalah kalajengking krn belio tau oposisinya spt USER itu pasti nyinyir jd stress dan stroke sendiri...krn emang dosen ga laku...bacot gede hasil karya ga ada... bahkan anak asuhnya mayor dungu,kenapa pengguna bicaranya sesuatu yang remeh temeh surat pemberitahuan tahunan masalah kalajengking karena beliau tau oposisinya surat pemberitahuan tahunan pengguna itu pasti nyinyir jadi stres dan strok sendiri...krn memang dosen tidak laku...bacot gede hasil karya tidak ada... bahkan anak asuhnya mayor dungu,negative
"""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsus PDI_Perjuangan Kota Gunungsitoli.; ; #GubernurZamanNow ; #DjarotSihar2 ; #SumutPilih2Djoss #DjarotSiharMenang #GunungSitoli #PDIPerjuangan","""keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,?? tutur djarot di hadapan peserta rapat kerja cabang khusus pdi_perjuangan kota gunungsitoli.; ; #gubernurzamannow ; #djarotsihar2 ; #sumutpilih2djoss #djarotsiharmenang #gunungsitoli #pdiperjuangan",negative
"RT USER: USER sekalian kalo di pasar nemu tukang jualan pisang, makiin aja abangnya gara gara dia pendukung LGBT!!!!!! haduh\xe2\x80\xa6'","rt user: pengguna sekalian kalau di pasar menemukan tukang jualan pisang, memaki saja abangnya gara gara dia pendukung lgbt!!!!!! haduh'",negative
"USER USER USER Setipe sama yang dibelain. \nKata andalan ""cebong"" adalah pemuas syahwatnya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'","pengguna pengguna pengguna setipe sama yang dibelain. kata andalan ""cebong"" adalah pemuas syahwatnya '",negative
"Ajak semua Muslim cari tahu siapa Muhammad sebenarnya, jangan sampai dia enak2 cocok2 penis bangsa ini jadi susah","ajak semua muslim cari tahu siapa muhammad sebenarnya, jangan sampai dia enak enak cocok cocok penis bangsa ini jadi susah",negative
"USER Eh dungu, ngapain lu masih mensen2 gue, katanya mau muter alun gue.\nLu itu cuma bisa forward berita tanpa analisa.\nKelompok MAHO mana ada yg cerdas wk wk wk'","pengguna eh dungu, apa kamu masih mention mention gue, katanya mau memuter alun gue. kamu itu cuma bisa forward berita tanpa analisa. kelompok manusia homo mana ada yang cerdas wkwk wkwk wk'",negative
USER USER USER USER hehe typical bani pekok. ga bs bantah trs danga dungu dah.',pengguna pengguna pengguna pengguna hehe tipikal bani pekok. tidak bisa bantah terus danga dungu dah.',negative
"USER USER USER ~improvisasi itu lagu..al Qur'an itu tafsir..masak susah mikir gituan..murotal itu improv..Tilawatil Qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot aja tafsir..cara kawin itu tafsir...ngaji yg bener.!!""","pengguna pengguna pengguna ~improvisasi itu lagu..al qur'an itu tafsir..masak susah pikir gituan..murotal itu improv..tilawatil qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot saja tafsir..cara kawin itu tafsir...ngaji yang bener.!!""",negative
SEMOGA KITA TERMASUK ORANG2 DENGAN WAJAH YG BERSERI2 ð??? #JumatBerkah; ; Ù?Ù?Ø¬Ù?Ù?Ù?Ù? Ù?Ù?Ù?Ù?Ù?Ù?Ø¦Ù?Ø°Ù? Ù?Ù?Ù?Ø§Ø¶Ù?Ø±Ù?Ø©Ù?; Wajah-wajahÂ (orang-orang mukmin) pada hari itu berseri-seri.(Al-qiyamah: 22); Ù?Ù?Ù?Ù?Ø¬Ù?Ù?Ù?Ù? Ù?Ù?Ù?Ù?Ù?Ù?Ø¦Ù?Ø°Ù? Ø¨Ù?Ø§Ø³Ù?Ø±Ù?Ø©Ù?; DanÂ wajah-wajahÂ (orang kafir) pada hari itu,semoga kita termasuk orang orang dengan wajah yang berseri seri ??? #jumatberkah; ; ??ج???? ??????ئ?ذ? ???اض?ر?ة?; wajah-wajah (orang-orang mukmin) pada hari itu berseri-seri.(al-qiyamah: 22); ????ج???? ??????ئ?ذ? ب?اس?ر?ة?; dan wajah-wajah (orang kafir) pada hari itu,negative
USER USER Yang panik itu yang mau ganti presiden tapi g tau calonnya siapa! Ups mungkin karena g bisa berbuat banyak!!!!! Karena dibawah kepemimpinan pak USER banyak koruptor tertangkap!!! Jadi mau ganti presiden!!! Siapa tau bisa di nego!!,pengguna pengguna yang panik itu yang mau ganti presiden tapi tidak tau calonnya siapa! ups mungkin karena tidak bisa berbuat banyak!!!!! karena di bawah kepemimpinan pak pengguna banyak koruptor tertangkap!!! jadi mau ganti presiden!!! siapa tau bisa di nego!!,negative
Haruskah aku buat thread jadi TKI dimalaysia dengan jam kerja 16jam? Sebenernya ini kilang memang jahanam betol',haruskah aku buat thread jadi tenaga kerja indonesia di malaysia dengan jam kerja 16jam? sebenarnya ini kilang memang jahanam betol',negative
.; Ekonomi : hancur; Subsidi : dicabut; BBM : mahal; Listrik : naik tdk karuan; Sembako : tak terjangkau rakyat; Politik : kisruh terus; Agama : dinistakan terus; Kebijakan : tdk pro rakyat; HAM : terbengkalai; Leadership : LEMAH; ; Dua periode?,.; ekonomi : hancur; subsidi : dicabut; bahan bakar minyak : mahal; listrik : naik tidak karuan; sembako : tak terjangkau rakyat; politik : kisruh terus; agama : dinistakan terus; kebijakan : tidak pro rakyat; ham : terbengkalai; leadership : lemah; ; dua periode?,negative
USER USER Dan Indonesia harus menghormati AS!!\n\nNtu sape nyang kemaren ngomong begitu??\nWahhh dr roman2nye pasti antek ASING tuh',pengguna pengguna dan indonesia harus menghormati as!! itu siapa yang kemarin berbicara begitu?? wah dari roman romannya pasti antek asing tuh',negative
"Bersiap usir sepasang= ASING-CINA,, USER USER USER USER USER USER USER SelamatkenHutan","bersiap usir sepasang= asing-cina,, pengguna pengguna pengguna pengguna pengguna pengguna pengguna selamatkan hutan",negative
"Fuh..bila ada orang cadang nak tutup tahfiz.\nMaka berbondong-bondong la manusia melayu kutuk habis-habisan demi agama islam katanya.Tapi aku tengok rupa yang melalak macam yahudi lagi,siap buat live kat socmed yang dia tengah tunjuk langit kat zouk.Sola","fuh..bila ada orang cadang nak tutup tahfiz. maka berbondong-bondong lah manusia melayu kutuk habis-habisan demi agama islam katanya.tapi aku tengok rupa yang melalak macam yahudi lagi,siap buat live kat media sosial yang dia tengah tunjuk langit kat zouk.sola",negative
dr. Sam Aliano; ; Calon Presiden 2019.; ; Indonesia Bebas Hutang. â??; Indonesia Bubar Pas Kiamat. â??; Umroh Gratis per 1 Orang. â??,dr. sama aliano; ; calon presiden 2019.; ; indonesia bebas hutang. ??; indonesia bubar pas kiamat. ??; umrah gratis per 1 orang. ??,negative
USER USER USER USER Pencipta hoaxs ya presiden dan wakilnya',pengguna pengguna pengguna pengguna pencipta hoaks ya presiden dan wakilnya',negative
"*dari swasta katolik\n\nyoi aku TK sampe SMA di swasta katolik, ketemu temen yang itu2 aja selama 12++ tahun, belakangan mikir yaudahlah toh 1-2 tahun lagi keluar dari situ'","*dari swasta katolik iya aku tk sampai sama di swasta katolik, ketemu teman yang itu itu saja selama 12++ tahun, belakangan pikir ya sudahlah toh 1-2 tahun lagi keluar dari situ'",negative
Muncul sudah antek antek PKI dah berani muncul terang-terangan mudah-mudah pemerintah tidak tinggal diam. URL,muncul sudah antek antek partai komunis indonesia sudah berani muncul terang-terangan mudah-mudah pemerintah tidak tinggal diam. uniform resource locator,negative
"Su Pin siswi Kelas 1C, SMP Katolik Santo Petrus, 1984, istrinya Ronaldo Pardede siswa Kelas 1A, SMP Katolik Santo Petrus, 1984.'","su pin siswi kelas 1c, sampai katolik santo petrus, 1984, istrinya ronaldo pardede siswa kelas 1a, sampai katolik santo petrus, 1984.'",negative
"USER kalau kualitasnya gini jangankan bayar nanti 31 Mar, gratis pun mending pake antena nonton di Indos*ar \xf0\x9f\x98\xa3 URL","pengguna kalau kualitasnya begini jangankan bayar nanti 31 mar, gratis pun mending pakai antena menonton di indos*ar uniform resource locator",negative
USER 1. Mengandung ekstrak lidah buaya \n2. Tidak mengandung Alkohol\n3. Memiliki rasa manis\n4. Tidak bereaksi terhadap obat lain\n5. Aman digunakan untuk anak2 &amp; bayi\n6. Kemasan finger off yg tak bersentuhan dgn luka\n7. Tidak perih pada l,pengguna 1. mengandung ekstrak lidah buaya 2. tidak mengandung alkohol 3. memiliki rasa manis 4. tidak bereaksi terhadap obat lain 5. aman digunakan untuk anak anak &amp; bayi 6. kemasan finger off yang tak bersentuhan dengan luka 7. tidak perih pada l,negative
"Islam datang di Indonesia dengan dialog kebudayaan. Itulah alasan mendasar Islam dapat dengan mudah berkembang, karena antara Islam dan budaya tidak pernah dipertentangkan","islam datang di indonesia dengan dialog kebudayaan. itulah alasan mendasar islam dapat dengan mudah berkembang, karena antara islam dan budaya tidak pernah dipertentangkan",negative
USER onta ya bukan aku\xf0\x9f\x98\x92',pengguna onta ya bukan aku',negative
"USER Sya lebih khawatir lgi klo dek tsamara gak brnti ngetwit hal2 yg gak penting,. Sya takut antusiasme rakyat merosot liat kader partai sperti ini, Harus jdi pertanyaan besar apakah rakyat sudah tak tertarik lgi liat PSI? Apakah ada trust yg hil","pengguna saya lebih khawatir lagi kalau dek tsamara tidak berhenti mentwit hal hal yang tidak penting,. saya takut antusiasme rakyat merosot lihat kader partai seperti ini, harus jadi pertanyaan besar apakah rakyat sudah tak tertarik lagi lihat psi? apakah ada trust yang hil",negative
Bagaimana perasaan walubi kalo umat budha di indonesia yg di usir dan di bantai???,bagaimana perasaan walubi kalau umat buddha di indonesia yang di usir dan di bantai???,negative
USER Giliran ambruk cuma planga plongo kaya ayam kena tetelo ?? USER ; ; #Putin; #PrabowoUntukIndonesia; #2019GantiPresiden,pengguna giliran ambruk cuma plonga plongo kayak ayam kena tetelo ?? pengguna ; ; #putin; #prabowountukindonesia; #2019gantipresiden,negative
Beda kristen dg agama lain>siapa yg percaya YESUS sbg Juruslamat& Tuhan! Mk menerima ROH KUDUS-sbg Penolong& Penghibur! *bkn dg kekuatan qt*,beda kristen dengan agama lain>siapa yang percaya yesus sebagai juruslamat& tuhan! mk menerima roh kudus-sbg penolong& penghibur! *bkn dengan kekuatan qt*,negative
PRESIDEN SOEHARTO AKAN RESMIKAN TIGA MUSEUM DIÂ TMII,presiden soeharto akan resmikan tiga museum di taman mini indonesia indah,negative
USER USER USER Lu nyindir pak de? ?. #2019GantiPresiden,pengguna pengguna pengguna kamu menyindir pak de? ?. #2019gantipresiden,negative
"Jgn ada yg percaya dgn akun ini\n\n\xe2\x9e\xa1 USER \n\xe2\x9e\xa1 WA 081381413774\n\nAwal nya dia ga percaya sy buat\nCAMSEX, trus sy buktikan Vc beberapa detik, pas suruh Tf alesan nya neko2\n\n\xe2\xac\x87Ni muka nya kaya monyet \xe2\xac\x87 URL","jangan ada yang percaya dengan akun ini pengguna wa 081381413774 awal nya dia tidak percaya saya buat camsex, terus saya buktikan video call beberapa detik, pas suruh transfer alasan nya banyak mau nih muka nya kayak monyet uniform resource locator",negative
"USER USER bicara sains kok nonton youtube, lakukan eksperimen sendiri, jgn nonton youtube yg bisa dimodifikasi sama pembuatnya, hadeh pantes GEblek'","pengguna pengguna bicara sains kok menonton youtube, lakukan eksperimen sendiri, jangan menonton youtube yang bisa dimodifikasi sama pembuatnya, aduh pantas geblek'",negative
Presiden Jokowi Sebut Soft Launching Bandara Kertajati 24 Mei,presiden jokowi sebut lembut launching bandara kertajati 24 mei,negative
"#PojokSatu Polisi Masih Selidiki Kasus Presiden #PKS, Punya Kemungkinan Tak Ada Unsur Pidana","#pojoksatu polisi masih selidiki kasus presiden #pks, punya kemungkinan tak ada unsur pidana",negative
"USER USER Begitu pula kristen, teman saya banyak yg dari GKJW. Penerapan dalam kehidupannya pun berbeda dengan kristen yg ada di indonesia daerah lain.\nJadi menurut saya, kultur budaya nusantara yg beragam tsb mampu berkolaborasi dgn agama/k","pengguna pengguna begitu pula kristen, teman saya banyak yang dari gkjw. penerapan dalam kehidupannya pun berbeda dengan kristen yang ada di indonesia daerah lain. jadi menurut saya, kultur budaya nusantara yang beragam tersebut mampu berkolaborasi dengan agama/k",negative
"Jokowi sudah menyerah saatnya gantikan Jokowi, lengserkan jokowi qishosjokowi URL","jokowi sudah menyerah saatnya gantikan jokowi, lengserkan jokowi kisas jokowi uniform resource locator",negative
